record_id,JIWA ID,Name,Domain,Country Code,End user,Partner,Vendor,Company Phone,Street,Street Cont.,City,State,Created,company_clean,domain_clean,phone_clean,address_clean,_id_str
a09a74841b7380108321311d0d4bcbc8,201417,Network Ten Pty Ltd,10play.com.au,AU,End User,,,'+61 2 9650 1010,1 Saunders Street,,Pyrmont,NSW,22/03/2020,network ten,10play.com.au,,1 Saunders Street Pyrmont NSW,network ten|10play.com.au
d70b70881b7380108321311d0d4bcb44,203871,Adnet Technology Australia Pty Limited,adnet-technology.com.au,AU,,Partner,,,"Level 3, 171 Clarence Street,",,Sydney,NSW,22/03/2020,adnet technology australia,adnet-technology.com.au,,"Level 3, 171 Clarence Street, Sydney NSW",adnet technology australia|adnet-technology.com.au
127ab8441b7380108321311d0d4bcb0d,202179,Advent One Pty Ltd,adventone.com,AU,,Partner,,'+613 9626 5900,L14 HWT Tower,40 City Road,Southbank,VIC,22/03/2020,advent one,adventone.com,,L14 HWT Tower 40 City Road Southbank VIC,advent one|adventone.com
c7ca70081b7380108321311d0d4bcbbd,200234,Australian Energy Market Operator Ltd,aemo.com.au,AU,End User,,,'+61 7 3347 3908,197 St Georges Terrace,,Perth,WA,22/03/2020,australian energy market operator,aemo.com.au,,197 St Georges Terrace Perth WA,australian energy market operator|aemo.com.au
ebab78501be1e1101c3ddc6fcc4bcb59,702354,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,afi.com.au,NZ,End User,,,,,,,,9/03/2023,australian investment,afi.com.au,,,australian investment|afi.com.au
f76a74441b7380108321311d0d4bcbae,200872,Australian Fisheries Management Authority,afma.gov.au,AU,End User,,,'+61 2 6225 5555,"Box 7051, Canberra BC",,Canberra,ACT,22/03/2020,australian fisheries management authority,afma.gov.au,,"Box 7051, Canberra BC Canberra ACT",australian fisheries management authority|afma.gov.au
85aabc841b7380108321311d0d4bcbd6,202106,Australian Financial Security Authority,afsa.gov.au,AU,End User,,,,,,,ACT,22/03/2020,australian financial security authority,afsa.gov.au,,ACT,australian financial security authority|afsa.gov.au
d45955f0db0f7c5036e3d383f3961969,,Venafi,cyberark.com,AU,,,Vendor,,,,,,5/10/2021,venafi,cyberark.com,,,venafi|cyberark.com
3e6995f0db0f7c5036e3d383f39619c6,,Venafi,cyberark.com,AU,,,Vendor,,,,,,5/10/2021,venafi,cyberark.com,,,venafi|cyberark.com
0b6af0441b7380108321311d0d4bcbeb,200600,AGL Energy Limited,agl.com.au,AU,,Partner,,(02) 9921 2400,699 Bourke Street ,,Docklands,VIC,22/03/2020,agl energy,agl.com.au,(029) 921-2400,699 Bourke Street Docklands VIC,agl energy|agl.com.au
8e2d10391bac1990d1f74119b04bcb23,207706,Aida Care,aidacare.com.au,AU,End User,,,,"Building 3A, 1 Moorebank Avenue Moorebank 2170 ",,Moorebank,,8/07/2022,aida care,aidacare.com.au,,"Building 3A, 1 Moorebank Avenue Moorebank 2170 Moorebank",aida care|aidacare.com.au
51dbf3db1b82b4109d4e21fc274bcbf6,400084,Ainqa Health Sdn Bhd,ainqa.com,MY,End User,,,,"Lot 7.01 B & C, Menara BRDB,285 Jalan Maarof, Buki",t Bandaraya,Kuala Lumpur,,24/08/2021,ainqa health,ainqa.com,,"Lot 7.01 B & C, Menara BRDB,285 Jalan Maarof, Buki t Bandaraya Kuala Lumpur",ainqa health|ainqa.com
1765a9a533a78210a0c67c845d5c7b98,209605,AKQA Pty Ltd,akqa.com,AU,,Partner,,,,,,,22/07/2024,akqa,akqa.com,,,akqa|akqa.com
4018bb0033091e10a0c67c845d5c7bed,209842,Alfa Computers Pty Ltd,alfa.com.au,AU,,Partner,,293133333,PO BOX 6433,,Alexandria,NSW,30/09/2024,alfa computers,alfa.com.au,,PO BOX 6433 Alexandria NSW,alfa computers|alfa.com.au
6aea30481b7380108321311d0d4bcb51,203075,Alinta Energy Limited,alintaenergy.com.au,AU,End User,,,'+61385337348,76 Greenhill Road,,Parkside,SA,22/03/2020,alinta energy,alintaenergy.com.au,,76 Greenhill Road Parkside SA,alinta energy|alintaenergy.com.au
32283f0033091e10a0c67c845d5c7bf9,209844,Allianz Australia Insurance Ltd.,allianz.com.au,AU,,Partner,,,,,,,30/09/2024,allianz australia insurance,allianz.com.au,,,allianz australia insurance|allianz.com.au
f69311db1b374950d1f74119b04bcb48,900058,Altair i Solutions Inc.,altair-i.com,PH,,Partner,,63 2 8551 1951,"19F, 88 Corporate Center, Valero Cor Sedeno Sts,",Salcedo Village,Makati City,Philippines,6/06/2022,altair i solutions,altair-i.com,,"19F, 88 Corporate Center, Valero Cor Sedeno Sts, Salcedo Village Makati City Philippines",altair i solutions|altair-i.com
60b3a66187e59d10852d0e170cbb3538,500088,AmBank Group,ambankgroup.com,MY,End User,,,,Level 22 Bangunan Ambank Group,,Kuala Lumpur,,26/08/2022,ambank group,ambankgroup.com,,Level 22 Bangunan Ambank Group Kuala Lumpur,ambank group|ambankgroup.com
95ad20ba33fc5a106049b4646d5c7b99,209800,AMBER TECHNOLOGY LTD,ambertech.com.au,AU,,Partner,,,,,,,26/09/2024,amber technology,ambertech.com.au,,,amber technology|ambertech.com.au
b5e15aa31b20f0909d4e21fc274bcb42,,Universal Communications Group Limited,ucg.co.nz,NZ,,,,,,,Auckland,,11/06/2021,universal communications group,ucg.co.nz,,Auckland,universal communications group|ucg.co.nz
22cdcc1b1b8e0910a18b311d0d4bcb5c,400273,Anflo Management and Investment Corporation,anflocor.com,SG,End User,,,,,,,,10/03/2022,anflo management and investment,anflocor.com,,,anflo management and investment|anflocor.com
b904ec683374d2d0a0c67c845d5c7b13,209771,Amomali Incorporated (NZ),anomali.com,AU,,Partner,Vendor,,,,,,19/09/2024,amomali nz,anomali.com,,,amomali nz|anomali.com
501acc7e1b583550d1f74119b04bcba3,400678,ANOMALI INCORPORATED,anomali.com,SG,End User,,Vendor,,,,,,31/07/2023,anomali,anomali.com,,,anomali|anomali.com
481a35448317d21058f18798beaad365,211644,Ansvar Insurance Limited,ansvar.com.au,AU,End User,,,,,,,,20/01/2025,ansvar insurance,ansvar.com.au,,,ansvar insurance|ansvar.com.au
5bbab8c41b7380108321311d0d4bcb6a,202841,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,anz.com.au,AU,End User,,,13 13 14,"ANZ Centre, Level 9, 833 Collins Street,",,Melbourne,VIC,22/03/2020,australia and new zealand banking group,anz.com.au,,"ANZ Centre, Level 9, 833 Collins Street, Melbourne VIC",australia and new zealand banking group|anz.com.au
636a34441b7380108321311d0d4bcbe6,200005,Australia and New Zealand Banking Group Limited,anz.com.au,AU,End User,,,,833 Collins St,Centre Melbourne L 9,Docklands,VIC,22/03/2020,australia and new zealand banking group,anz.com.au,,833 Collins St Centre Melbourne L 9 Docklands VIC,australia and new zealand banking group|anz.com.au
6aba78c41b7380108321311d0d4bcb09,204270,AUSTRALIAN AND NEW ZEALAND COLLEGE OF ANAESTHETISTS,anzca.edu.au,AU,,Partner,,,,,,Victoria,22/03/2020,australian and new zealand college of anaesthetists,anzca.edu.au,,Victoria,australian and new zealand college of anaesthetists|anzca.edu.au
23d517611b2fe890a18b311d0d4bcbca,400010,APL Logistics (South East Asia),apllogistics.com,SG,,Partner,,,,,,,16/04/2021,apl logistics south east asia,apllogistics.com,,,apl logistics south east asia|apllogistics.com
1ce1a9041b3db950b37020e6b04bcb78,600121,PT. Adhisakti Solusi Komputindo,adhisakti.com,ID,,Partner,,,,,,,6/10/2023,adhisakti solusi komputindo,adhisakti.com,,,adhisakti solusi komputindo|adhisakti.com
8bff86ec1b8f6850d5d38738dc4bcbdd,700255,Appserv Limited,appserv.co.nz,NZ,,Partner,,93631807,41 Ireland St ,,Freemans Bay,Auckland,19/03/2021,appserv,appserv.co.nz,,41 Ireland St Freemans Bay Auckland,appserv|appserv.co.nz
a97276d383db129058f18798beaad385,703322,Aquafortus Limited,aquafortus.net,NZ,End User,,,,,,,,30/01/2025,aquafortus,aquafortus.net,,,aquafortus|aquafortus.net
076a34441b7380108321311d0d4bcb3a,201861,Aquion Pty Ltd,aquion.com.au,AU,,Partner,,'+61 2 8036 8000,"Level 4, 80 Clarence Street",,Sydney,NSW,22/03/2020,aquion,aquion.com.au,,"Level 4, 80 Clarence Street Sydney NSW",aquion|aquion.com.au
ba9ded441b7780108321311d0d4bcb08,205749,Aqura Technologies Pty Ltd,aqura.com.au,AU,End User,,,,"Suite1,8 Australia Ave, Sydney Olympic P",,Sydney,NSW,22/03/2020,aqura technologies,aqura.com.au,,"Suite1,8 Australia Ave, Sydney Olympic P Sydney NSW",aqura technologies|aqura.com.au
07ca70081b7380108321311d0d4bcba1,,Ararat Rural City Council,ararat.vic.gov.au,AU,,,,,,,,.,22/03/2020,ararat rural city council,ararat.vic.gov.au,,.,ararat rural city council|ararat.vic.gov.au
6196858d1beb45d09d4e21fc274bcb6b,900008,ARC Refreshment Corporation,arc.com.ph,PH,End User,,,,,,,,17/05/2022,arc refreshment,arc.com.ph,,,arc refreshment|arc.com.ph
e500daec1b8f6850d5d38738dc4bcbe8,701738,Argenta Limited,argentaglobal.com,NZ,End User,,,,,,,,19/03/2021,argenta,argentaglobal.com,,,argenta|argentaglobal.com
012d2faf1bf82510b37020e6b04bcb07,500177,Argentra Solutions Sdn. Bhd.,argentra.com,MY,,Partner,,,"Block A1-15-5, Arcoris","No. 10 Jalan Kiara, Mont Kiara",Kuala Lumpur,,10/02/2023,argentra solutions,argentra.com,,"Block A1-15-5, Arcoris No. 10 Jalan Kiara, Mont Kiara Kuala Lumpur",argentra solutions|argentra.com
8a005eec1b8f6850d5d38738dc4bcb12,701743,Arista Australia Networks Pty Ltd,arista.com,NZ,,Partner,Vendor,,,,,,19/03/2021,arista australia networks,arista.com,,,arista australia networks|arista.com
7d094d11db68ce10ecfba6bad39619dd,900647,Arista Networks Limited,arista.com,PH,End User,,Vendor,,,,,,23/02/2024,arista networks,arista.com,,,arista networks|arista.com
1de1fdacc37586101a9c742a050131cb,900712,Arista Networks Ltd.,arista.com,PH,,Partner,,,3220 Atlantic Avenue,"Westpark Business Campus, Shannon, Co. Clare",,,23/04/2024,arista networks,arista.com,,"3220 Atlantic Avenue Westpark Business Campus, Shannon, Co. Clare",arista networks|arista.com
3dbaf4c41b7380108321311d0d4bcbf1,200729,Armada Solutions,armadasolutions.com.au,AU,,Partner,,'+61 2 9633 3751,PO Box 459,,Parramatta,NSW,22/03/2020,armada solutions,armadasolutions.com.au,,PO Box 459 Parramatta NSW,armada solutions|armadasolutions.com.au
076a34441b7380108321311d0d4bcb43,202133,Australian Rail Track Corporation Limited,artc.com.au,AU,End User,,,,,,,SA,22/03/2020,australian rail track,artc.com.au,,SA,australian rail track|artc.com.au
92ba38c41b7380108321311d0d4bcbbe,204061,ASAHI BEVERAGES PTY LTD,asahi.com.au,AU,End User,,,,58 Queenbridge Street,,South Bank ,Victoria,22/03/2020,asahi beverages,asahi.com.au,,58 Queenbridge Street South Bank Victoria,asahi beverages|asahi.com.au
2b6a74441b7380108321311d0d4bcb3a,201080,Asahi Holdings (Australia) Pty Ltd,asahi.com.au,AU,End User,,,,58 Queensbridge Street,,Southbank,VIC,22/03/2020,asahi holdings australia,asahi.com.au,,58 Queensbridge Street Southbank VIC,asahi holdings australia|asahi.com.au
1f3c20d7c31dea101a9c742a05013137,213156,ASI Solutions,asi.com.au,AU,End User,,,,,,,,9/05/2025,asi solutions,asi.com.au,,,asi solutions|asi.com.au
13d777ec1befc1d09d4e21fc274bcba5,400363,Asia Link Finance Corporation,asialinkfinance.com.ph,SG,End User,,,,,,,,16/05/2022,asia link finance,asialinkfinance.com.ph,,,asia link finance|asialinkfinance.com.ph
3b6a74441b7380108321311d0d4bcb43,200716,Australian Securities & Investments Commission,asic.gov.au,AU,,Partner,,,Level 5100 Market Street,,Sydney,NSW,22/03/2020,australian securities and investments commission,asic.gov.au,,Level 5100 Market Street Sydney NSW,australian securities and investments commission|asic.gov.au
50617747333ceed0a0c67c845d5c7be9,212830,Australian Securities and Investments Commission,asic.gov.au,AU,End User,,,,,,,,14/04/2025,australian securities and investments commission,asic.gov.au,,,australian securities and investments commission|asic.gov.au
5e2777f31b71d9101c3ddc6fcc4bcbce,600028,PT. Astra Graphia Information Technology,ag-it.com,ID,,Partner,,,,,,,15/09/2022,astra graphia information technology,ag-it.com,,,astra graphia information technology|ag-it.com
6067ff371b71d9101c3ddc6fcc4bcba0,600029,PT. Astra Graphia Information Technology,ag-it.com,ID,,Partner,,,,,,,15/09/2022,astra graphia information technology,ag-it.com,,,astra graphia information technology|ag-it.com
c2ff06ec1b8f6850d5d38738dc4bcb8c,700840,AsureQuality Ltd,asurequality.com,NZ,End User,,,,,,,.,19/03/2021,asurequality,asurequality.com,,.,asurequality|asurequality.com
10ba34c41b7380108321311d0d4bcbcf,201872,AUSTRALIAN SECURITIES EXCHANGE LIMITED,asx.com.au,AU,,Partner,,'+612 9338 0000,"Exchange Centre, 20 Bridge Street",,Sydney,NSW,22/03/2020,australian securities exchange,asx.com.au,,"Exchange Centre, 20 Bridge Street Sydney NSW",australian securities exchange|asx.com.au
2fbaf8c41b7380108321311d0d4bcb4e,203225,Australian Securities Exchange Ltd,asx.com.au,AU,End User,,,,Exchange Centre 20 Bridge St,,Sydney,NSW,22/03/2020,australian securities exchange,asx.com.au,,Exchange Centre 20 Bridge St Sydney NSW,australian securities exchange|asx.com.au
0b6a34441b7380108321311d0d4bcb06,201050,Australian Taxation Office,ato.gov.au,AU,,Partner,,,26 Narellan St,,Canberra,ACT,22/03/2020,australian taxation office,ato.gov.au,,26 Narellan St Canberra ACT,australian taxation office|ato.gov.au
827a78441b7380108321311d0d4bcbb5,203260,AURIZON HOLDINGS LIMITED,aurizon.com.au,AU,End User,,,,900 Ann Street,,Fortitude Valley,QLD,22/03/2020,aurizon holdings,aurizon.com.au,,900 Ann Street Fortitude Valley QLD,aurizon holdings|aurizon.com.au
fbf536181b6518901312982d0d4bcb3e,206027,Aurizon Holdings Ltd,aurizon.com.au,AU,End User,,,,,,,,18/06/2020,aurizon holdings,aurizon.com.au,,,aurizon holdings|aurizon.com.au
3ada38081b7380108321311d0d4bcbdb,202834,AURORA ENERGY PTY LTD,auroraenergy.com.au,AU,End User,,,,4-12 Elizabeth St,,Hobart,TAS,22/03/2020,aurora energy,auroraenergy.com.au,,4-12 Elizabeth St Hobart TAS,aurora energy|auroraenergy.com.au
076a34441b7380108321311d0d4bcb28,201684,Australian Postal Corporation,auspost.com.au,AU,End User,,,,111 Bourke St,,Melbourne,VIC,22/03/2020,australian postal,auspost.com.au,,111 Bourke St Melbourne VIC,australian postal|auspost.com.au
967b384c1b7380108321311d0d4bcbdc,204292,CA (Pacific) Pty Ltd,austandnzdefence.com,AU,,Partner,,,6 Eden Park,,North Ryde,NSW,22/03/2020,ca pacific,austandnzdefence.com,,6 Eden Park North Ryde NSW,ca pacific|austandnzdefence.com
394327d8db2edc1083bf6173059619dc,206192,Do not use,australiansafetysigns.net.au,AU,,Partner,,1300160804,"Suite 1, 71 Moseley Streey",,Glenelg South,SA,7/08/2020,do not use,australiansafetysigns.net.au,(130) 016-0804,"Suite 1, 71 Moseley Streey Glenelg South SA",do not use|australiansafetysigns.net.au
d40bf8481b7380108321311d0d4bcb78,203558,Do not use,australiansafetysigns.net.au,AU,End User,,,,8 Lord Street,,Botany,NSW,22/03/2020,do not use,australiansafetysigns.net.au,,8 Lord Street Botany NSW,do not use|australiansafetysigns.net.au
ce6bb80c1b7380108321311d0d4bcb6c,204594,Automation Anywhere Australia Pty Ltd,automationanywhere.com,AU,,Partner,,03 9070 9727,Level 19 / 181 William Street,,Melbourne,VIC,22/03/2020,automation anywhere australia,automationanywhere.com,(039) 070-9727,Level 19 / 181 William Street Melbourne VIC,automation anywhere australia|automationanywhere.com
bee9575b33dcaa106049b4646d5c7ba6,212550,AVERY DENNISON CORPORATION,averydennison.com,AU,End User,,,,,,,,21/03/2025,avery dennison,averydennison.com,,,avery dennison|averydennison.com
2cea3c081b7380108321311d0d4bcb4a,203671,Australian Workers' Union,awu.net.au,AU,End User,,,,,,Sydney,NSW,22/03/2020,australian workers union,awu.net.au,,Sydney NSW,australian workers union|awu.net.au
f1e685471b6b4110d1f74119b04bcb62,400368,AXS Pte Ltd,axs.com.sg,SG,End User,,,,61 Mohamed Sultan Road #01-11 Sultan Link,,Singapore,,23/05/2022,axs,axs.com.sg,,61 Mohamed Sultan Road #01-11 Sultan Link Singapore,axs|axs.com.sg
a9bd4d1b8706e5d0852d0e170cbb3572,400607,"Azul Systems, Inc",azul.com,SG,,Partner,Vendor,,385 Moffett Park Dr Suite 115,"Sunneyvale, ",,California,12/04/2023,azul systems,azul.com,,"385 Moffett Park Dr Suite 115 Sunneyvale, California",azul systems|azul.com
47c4328a871e5990852d0e170cbb3511,207953,"Azul Systems, Inc.",azul.com,AU,,Partner,,,"385 Moffett Park Drive, Suite 115",,Sunnyvale,CA,4/10/2022,azul systems,azul.com,,"385 Moffett Park Drive, Suite 115 Sunnyvale CA",azul systems|azul.com
6c6ab485c3614e101a9c742a050131da,900705,"Azul Systems, Inc.",azul.com,PH,,Partner,,,385 Moffet Park Drive,Suite 115 Sunnyvale,,CA,12/04/2024,azul systems,azul.com,,385 Moffet Park Drive Suite 115 Sunnyvale CA,azul systems|azul.com
fc7e9a9e871dad10852d0e170cbb355b,208276,"Azul Systems, Inc.",AZUL.com,AU,End User,,Vendor,'+65 9423 2365,,,,,3/03/2023,azul systems,azul.com,(659) 423-2365,,azul systems|azul.com
611b31c61ba97d10b37020e6b04bcbe6,900516,"Azul Systems, Inc.",azul.com,PH,End User,,Vendor,,,,,,29/09/2023,azul systems,azul.com,,,azul systems|azul.com
fc009aec1b8f6850d5d38738dc4bcb19,701297,BAGAN SPECIALIST CENTRE,bagan.com.my,NZ,End User,,,,,,,,19/03/2021,bagan specialist centre,bagan.com.my,,,bagan specialist centre|bagan.com.my
2b825d7c83db9a1058f18798beaad331,211698,Baiada Poultry,baiada.com.au,AU,End User,,,,,,,,22/01/2025,baiada poultry,baiada.com.au,,,baiada poultry|baiada.com.au
8dd2a8dadbd67510ecfba6bad39619f5,600150,PT. Amman Mineral Nusa Tenggara,amman.co.id,ID,End User,,,,,,,,6/11/2023,amman mineral nusa tenggara,amman.co.id,,,amman mineral nusa tenggara|amman.co.id
78da74081b7380108321311d0d4bcb08,204574,BAPCOR LIMITED,bapcor.com.au,AU,End User,,,,61 Gower Street,,Preston,VIC,22/03/2020,bapcor,bapcor.com.au,,61 Gower Street Preston VIC,bapcor|bapcor.com.au
0d2d717f1bc79910b37020e6b04bcbe2,702257,BAP Enterprises Ltd,bapenterprises.co.nz,NZ,End User,,,,9 Horoeka Ct,Pukete,Hamilton,3200,16/11/2022,bap enterprises,bapenterprises.co.nz,,9 Horoeka Ct Pukete Hamilton 3200,bap enterprises|bapenterprises.co.nz
153f342833d99e10a0c67c845d5c7b7b,210508,BARE COVE TECHNOLOGY PTY LTD,barecovetech.com,AU,,Partner,,0421 195 025,"Suite 20.01, Level 20,",133 Castlereagh Street,Sydney,NSW,14/10/2024,bare cove technology,barecovetech.com,(042) 119-5025,"Suite 20.01, Level 20, 133 Castlereagh Street Sydney NSW",bare cove technology|barecovetech.com
830b30881b7380108321311d0d4bcba1,203629,BARRICK NIUGINI LIMITED,barrick.com,AU,End User,,,,"Suite 4, 188 Mulgrave Road, West Court,",,Cairns,QLD,22/03/2020,barrick niugini,barrick.com,,"Suite 4, 188 Mulgrave Road, West Court, Cairns QLD",barrick niugini|barrick.com
b4e4f67b83f1d21058f18798beaad3c0,702984,Bay Venues Ltd,bayvenues.co.nz,NZ,End User,,,0800 229 836,81 Truman Lane,,Bayfair,Mount Maunganui,18/11/2024,bay venues,bayvenues.co.nz,(080) 022-9836,81 Truman Lane Bayfair Mount Maunganui,bay venues|bayvenues.co.nz
f1001eec1b8f6850d5d38738dc4bcb41,700576,Bank of Cook Islands,bci.co.ck,NZ,End User,,,,,,,.,19/03/2021,bank of cook islands,bci.co.ck,,.,bank of cook islands|bci.co.ck
2ac8a05b33675a106049b4646d5c7b78,211976,BERTON INVESTMENTS PTY. LTD.,berton.com.au,AU,End User,,,,,,,,11/02/2025,berton investments,berton.com.au,,,berton investments|berton.com.au
edbd349d1b14ed90b37020e6b04bcbed,600055,"Azul Systems, Inc",azul.com,ID,,Partner,Vendor,,"385 Moffett Park Dr., Suite 115, Sunnyvale",89,United States of America,CA,9/01/2023,azul systems,azul.com,,"385 Moffett Park Dr., Suite 115, Sunnyvale 89 United States of America CA",azul systems|azul.com
3baa34c41b7380108321311d0d4bcb02,205752,Best and Less Pty Limited,bestandless.com.au,AU,End User,,,,Pepkor South East Asia Ltd 673 Paramatta,,Leichhardt,NSW,22/03/2020,best and less,bestandless.com.au,,Pepkor South East Asia Ltd 673 Paramatta Leichhardt NSW,best and less|bestandless.com.au
06ac8f1b838a82d058f18798beaad3a8,900737,Fort Bonifacio Development Corp,bgc.com.ph,PH,End User,,,,2/F Bonifacio Technology Center ,31st St. cor 2nd Ave. Bonifacio Global City,Taguig City,,14/05/2024,fort bonifacio development,bgc.com.ph,,2/F Bonifacio Technology Center 31st St. cor 2nd Ave. Bonifacio Global City Taguig City,fort bonifacio development|bgc.com.ph
157a38441b7380108321311d0d4bcb44,202064,BHP Billiton Nickel West Pty Ltd,bhp.com,AU,End User,,,,,,,VIC,22/03/2020,bhp billiton nickel west,bhp.com,,VIC,bhp billiton nickel west|bhp.com
217a38441b7380108321311d0d4bcb6f,202161,BHP BILLITON OLYMPIC DAM CORPORATION PTY LTD,bhp.com,AU,End User,,,,,,,VIC,22/03/2020,bhp billiton olympic dam,bhp.com,,VIC,bhp billiton olympic dam|bhp.com
7cb7520f1b1849509bdc98eb274bcb71,701941,Birlasoft,birlasoft.com,NZ,End User,,,,,,,,13/12/2021,birlasoft,birlasoft.com,,,birlasoft|birlasoft.com
12a0b0811baa0150a18b311d0d4bcb1d,400290,"MUFG Bank, Ltd.",bk.mufg.jp,SG,End User,,,,"7 Straits View, #23-01 Marina One East Tower",,Singapore,,28/03/2022,mufg bank,bk.mufg.jp,,"7 Straits View, #23-01 Marina One East Tower Singapore",mufg bank|bk.mufg.jp
882cd9eb33a35a10a0c67c845d5c7bb5,211993,Black Box Technologies Australia Pty Ltd,BlackBox.com,AU,,Partner,,,,,,,12/02/2025,black box technologies australia,blackbox.com,,,black box technologies australia|blackbox.com
1fda78081b7380108321311d0d4bcbf6,202803,Blacktown City Council,blacktown.nsw.gov.au,AU,End User,,,,,,,NSW,22/03/2020,blacktown city council,blacktown.nsw.gov.au,,NSW,blacktown city council|blacktown.nsw.gov.au
c21056201bcf6850d5d38738dc4bcba2,700105,Brake and Transmission,bntnz.co.nz,NZ,End User,,,,,,,NI,19/03/2021,brake and transmission,bntnz.co.nz,,NI,brake and transmission|bntnz.co.nz
25eabc081b7380108321311d0d4bcb91,200784,Boardroom Pty Ltd,boardroomlimited.com.au,AU,End User,,,'+61 2 9290 9000,"Level 7,207 Kent Street",,Sydney,NSW,22/03/2020,boardroom,boardroomlimited.com.au,,"Level 7,207 Kent Street Sydney NSW",boardroom|boardroomlimited.com.au
479ded441b7780108321311d0d4bcbae,204504,McKenzie Aged Care Group Pty Ltd,boltonclarke.com.au,AU,End User,,,,,,,VIC,22/03/2020,mckenzie aged care group,boltonclarke.com.au,,VIC,mckenzie aged care group|boltonclarke.com.au
760b30881b7380108321311d0d4bcb19,204502,McKenzie Aged Care Group Pty Ltd,boltonclarke.com.au,AU,End User,,,,,,,VIC,22/03/2020,mckenzie aged care group,boltonclarke.com.au,,VIC,mckenzie aged care group|boltonclarke.com.au
e93f9e761b1f0d90a18b311d0d4bcb20,400358,Bank of the Philippine Islands (BPI),bpi.com.ph,SG,End User,,,,"6796 Ayala Avenue Corner Salcedo St.,","Tower One, Ayala North Exchange",Makati City,,10/05/2022,bank of the philippine islands bpi,bpi.com.ph,,"6796 Ayala Avenue Corner Salcedo St., Tower One, Ayala North Exchange Makati City",bank of the philippine islands bpi|bpi.com.ph
